2023-11-13 16:29:47,658 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2023-11-13 16:31:49,018 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.pom
2023-11-13 16:31:49,173 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.pom
2023-11-13 16:31:49,299 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.jar
2023-11-13 16:31:49,416 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.jar
2023-11-13 16:32:20,918 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755 [621])
2023-11-13 16:32:20,921 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755
2023-11-13 16:32:20,922 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\aether-connector-okhttp-0.17.8.jar
2023-11-13 16:32:20,922 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\aopalliance-1.0.jar
2023-11-13 16:32:20,922 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\commons-lang3-3.12.0.jar
2023-11-13 16:32:20,922 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\guice-5.1.0.jar
2023-11-13 16:32:20,923 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\jansi-2.4.0.jar
2023-11-13 16:32:20,923 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-artifact-3.9.4.jar
2023-11-13 16:32:20,923 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-builder-support-3.9.4.jar
2023-11-13 16:32:20,923 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-compat-3.9.4.jar
2023-11-13 16:32:20,923 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-core-3.9.4.jar
2023-11-13 16:32:20,924 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-embedder-3.9.4.jar
2023-11-13 16:32:20,924 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-model-3.9.4.jar
2023-11-13 16:32:20,924 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-model-builder-3.9.4.jar
2023-11-13 16:32:20,924 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-plugin-api-3.9.4.jar
2023-11-13 16:32:20,924 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-repository-metadata-3.9.4.jar
2023-11-13 16:32:20,926 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-api-1.9.14.jar
2023-11-13 16:32:20,926 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-connector-basic-1.9.14.jar
2023-11-13 16:32:20,926 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-impl-1.9.14.jar
2023-11-13 16:32:20,926 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-named-locks-1.9.14.jar
2023-11-13 16:32:20,926 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-provider-3.9.4.jar
2023-11-13 16:32:20,927 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-spi-1.9.14.jar
2023-11-13 16:32:20,927 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-transport-wagon-1.9.14.jar
2023-11-13 16:32:20,927 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-resolver-util-1.9.14.jar
2023-11-13 16:32:20,927 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-settings-3.9.4.jar
2023-11-13 16:32:20,927 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-settings-builder-3.9.4.jar
2023-11-13 16:32:20,928 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-shared-utils-3.3.4.jar
2023-11-13 16:32:20,928 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\okhttp-3.14.1.jar
2023-11-13 16:32:20,928 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\okio-1.17.3.jar
2023-11-13 16:32:20,928 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\org.eclipse.sisu.inject-0.3.5.jar
2023-11-13 16:32:20,929 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\org.eclipse.sisu.plexus-0.3.5.jar
2023-11-13 16:32:20,929 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-build-api-0.0.7.jar
2023-11-13 16:32:20,929 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-cipher-2.0.jar
2023-11-13 16:32:20,929 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-classworlds-2.7.0.jar
2023-11-13 16:32:20,930 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-component-annotations-2.1.0.jar
2023-11-13 16:32:20,930 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-interpolation-1.26.jar
2023-11-13 16:32:20,930 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-sec-dispatcher-2.0.jar
2023-11-13 16:32:20,930 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\plexus-utils-3.5.1.jar
2023-11-13 16:32:20,930 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\wagon-file-3.5.3.jar
2023-11-13 16:32:20,931 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\wagon-provider-api-3.5.3.jar
2023-11-13 16:32:20,933 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_32.1.2.jre [12])
2023-11-13 16:32:20,934 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\com.google.guava_32.1.2.jre.jar
2023-11-13 16:32:20,935 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.7 [982])
2023-11-13 16:32:20,935 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\slf4j.api_2.0.7.jar
2023-11-13 16:32:20,936 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=javax.inject_1.0.0.v20220405-0441 [38])
2023-11-13 16:32:20,936 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\javax.inject_1.0.0.v20220405-0441.jar
2023-11-13 16:32:20,937 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=javax.annotation_1.3.5.v20200909-1856 [36])
2023-11-13 16:32:20,937 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\javax.annotation_1.3.5.v20200909-1856.jar
2023-11-13 16:32:20,937 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.cli_1.5.0 [73])
2023-11-13 16:32:20,938 [Worker-8: Launching mavenrun-5e090d1a-df8b-4fb0-b5b2-557f0b9bcda5] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Esteban\.p2\pool\plugins\org.apache.commons.cli_1.5.0.jar
